"","milepoint","lat","long","time_numeric","grid_loc","loc_ind","Date","counts"
"2346",16.25,40.67780184,-111.9522999,1263.44444,"[16,16.5)","[16,16.5)",2018-06-17 10:39:59,2
"2347",16.25,40.67780184,-111.9522999,1293.88889,"[16,16.5)","[16,16.5)",2018-07-17 21:20:00,0
"2348",16.25,40.67780184,-111.9522999,1324.33333,"[16,16.5)","[16,16.5)",2018-08-17 07:59:59,0
"2349",16.25,40.67780184,-111.9522999,1354.77778,"[16,16.5)","[16,16.5)",2018-09-16 18:40:00,2
"2350",16.25,40.67780184,-111.9522999,1385.22222,"[16,16.5)","[16,16.5)",2018-10-17 05:19:59,0
"2351",16.25,40.67780184,-111.9522999,1415.66667,"[16,16.5)","[16,16.5)",2018-11-16 16:00:00,0
"2352",16.25,40.67780184,-111.9522999,1446.11111,"[16,16.5)","[16,16.5)",2018-12-17 02:39:59,0
"2353",16.25,40.67780184,-111.9522999,1476.55556,"[16,16.5)","[16,16.5)",2019-01-16 13:20:00,3
"2354",16.25,40.67780184,-111.9522999,1507,"[16,16.5)","[16,16.5)",2019-02-16 00:00:00,2
"2355",16.25,40.67780184,-111.9522999,1537.44444,"[16,16.5)","[16,16.5)",2019-03-18 10:39:59,2
"2356",16.25,40.67780184,-111.9522999,1567.88889,"[16,16.5)","[16,16.5)",2019-04-17 21:20:00,0
"2357",16.25,40.67780184,-111.9522999,1598.33333,"[16,16.5)","[16,16.5)",2019-05-18 07:59:59,0
"2358",16.25,40.67780184,-111.9522999,1628.77778,"[16,16.5)","[16,16.5)",2019-06-17 18:40:00,3
"2359",16.25,40.67780184,-111.9522999,1659.22222,"[16,16.5)","[16,16.5)",2019-07-18 05:19:59,0
"2360",16.25,40.67780184,-111.9522999,1689.66667,"[16,16.5)","[16,16.5)",2019-08-17 16:00:00,1
"2361",16.25,40.67780184,-111.9522999,1720.11111,"[16,16.5)","[16,16.5)",2019-09-17 02:39:59,1
"2362",16.25,40.67780184,-111.9522999,1750.55556,"[16,16.5)","[16,16.5)",2019-10-17 13:20:00,0
"2363",16.25,40.67780184,-111.9522999,1781,"[16,16.5)","[16,16.5)",2019-11-17 00:00:00,4
"2364",16.25,40.67780184,-111.9522999,1811.44444,"[16,16.5)","[16,16.5)",2019-12-17 10:39:59,3
"2365",16.25,40.67780184,-111.9522999,1841.88889,"[16,16.5)","[16,16.5)",2020-01-16 21:20:00,3
"2366",16.25,40.67780184,-111.9522999,1872.33333,"[16,16.5)","[16,16.5)",2020-02-16 07:59:59,3
"2367",16.25,40.67780184,-111.9522999,1902.77778,"[16,16.5)","[16,16.5)",2020-03-17 18:40:00,0
"2368",16.25,40.67780184,-111.9522999,1933.22222,"[16,16.5)","[16,16.5)",2020-04-17 05:19:59,1
"2369",16.25,40.67780184,-111.9522999,1963.66667,"[16,16.5)","[16,16.5)",2020-05-17 16:00:00,0
"2370",16.25,40.67780184,-111.9522999,1994.11111,"[16,16.5)","[16,16.5)",2020-06-17 02:39:59,3
"2371",16.25,40.67780184,-111.9522999,2024.55556,"[16,16.5)","[16,16.5)",2020-07-17 13:20:00,0
"2372",16.25,40.67780184,-111.9522999,2055,"[16,16.5)","[16,16.5)",2020-08-17 00:00:00,0
"2373",16.25,40.67780184,-111.9522999,2085.44444,"[16,16.5)","[16,16.5)",2020-09-16 10:39:59,1
"2374",16.25,40.67780184,-111.9522999,2115.88889,"[16,16.5)","[16,16.5)",2020-10-16 21:20:00,2
"2375",16.25,40.67780184,-111.9522999,2146.33333,"[16,16.5)","[16,16.5)",2020-11-16 07:59:59,1
"2376",16.25,40.67780184,-111.9522999,2176.77778,"[16,16.5)","[16,16.5)",2020-12-16 18:40:00,5
"2377",16.75,40.68523404,-111.9516631,15.22222,"[16.5,17)","[16.5,17)",2015-01-16 05:19:59,2
"2378",16.75,40.68523404,-111.9516631,45.66667,"[16.5,17)","[16.5,17)",2015-02-15 16:00:00,0
"2379",16.75,40.68523404,-111.9516631,76.11111,"[16.5,17)","[16.5,17)",2015-03-18 02:39:59,2
"2380",16.75,40.68523404,-111.9516631,106.55556,"[16.5,17)","[16.5,17)",2015-04-17 13:20:00,2
"2381",16.75,40.68523404,-111.9516631,137,"[16.5,17)","[16.5,17)",2015-05-18 00:00:00,0
"2382",16.75,40.68523404,-111.9516631,167.44444,"[16.5,17)","[16.5,17)",2015-06-17 10:39:59,0
"2383",16.75,40.68523404,-111.9516631,197.88889,"[16.5,17)","[16.5,17)",2015-07-17 21:20:00,1
"2384",16.75,40.68523404,-111.9516631,228.33333,"[16.5,17)","[16.5,17)",2015-08-17 07:59:59,0
"2385",16.75,40.68523404,-111.9516631,258.77778,"[16.5,17)","[16.5,17)",2015-09-16 18:40:00,1
"2386",16.75,40.68523404,-111.9516631,289.22222,"[16.5,17)","[16.5,17)",2015-10-17 05:19:59,0
"2387",16.75,40.68523404,-111.9516631,319.66667,"[16.5,17)","[16.5,17)",2015-11-16 16:00:00,1
"2388",16.75,40.68523404,-111.9516631,350.11111,"[16.5,17)","[16.5,17)",2015-12-17 02:39:59,0
"2389",16.75,40.68523404,-111.9516631,380.55556,"[16.5,17)","[16.5,17)",2016-01-16 13:20:00,2
"2390",16.75,40.68523404,-111.9516631,411,"[16.5,17)","[16.5,17)",2016-02-16 00:00:00,1
"2391",16.75,40.68523404,-111.9516631,441.44444,"[16.5,17)","[16.5,17)",2016-03-17 10:39:59,1
"2392",16.75,40.68523404,-111.9516631,471.88889,"[16.5,17)","[16.5,17)",2016-04-16 21:20:00,2
"2393",16.75,40.68523404,-111.9516631,502.33333,"[16.5,17)","[16.5,17)",2016-05-17 07:59:59,1
"2394",16.75,40.68523404,-111.9516631,532.77778,"[16.5,17)","[16.5,17)",2016-06-16 18:40:00,2
"2395",16.75,40.68523404,-111.9516631,563.22222,"[16.5,17)","[16.5,17)",2016-07-17 05:19:59,5
"2396",16.75,40.68523404,-111.9516631,593.66667,"[16.5,17)","[16.5,17)",2016-08-16 16:00:00,0
"2397",16.75,40.68523404,-111.9516631,624.11111,"[16.5,17)","[16.5,17)",2016-09-16 02:39:59,3
"2398",16.75,40.68523404,-111.9516631,654.55556,"[16.5,17)","[16.5,17)",2016-10-16 13:20:00,2
"2399",16.75,40.68523404,-111.9516631,685,"[16.5,17)","[16.5,17)",2016-11-16 00:00:00,1
"2400",16.75,40.68523404,-111.9516631,715.44444,"[16.5,17)","[16.5,17)",2016-12-16 10:39:59,3
"2401",16.75,40.68523404,-111.9516631,745.88889,"[16.5,17)","[16.5,17)",2017-01-15 21:20:00,1
"2402",16.75,40.68523404,-111.9516631,776.33333,"[16.5,17)","[16.5,17)",2017-02-15 07:59:59,2
"2403",16.75,40.68523404,-111.9516631,806.77778,"[16.5,17)","[16.5,17)",2017-03-17 18:40:00,2
"2404",16.75,40.68523404,-111.9516631,837.22222,"[16.5,17)","[16.5,17)",2017-04-17 05:19:59,2
"2405",16.75,40.68523404,-111.9516631,867.66667,"[16.5,17)","[16.5,17)",2017-05-17 16:00:00,0
"2406",16.75,40.68523404,-111.9516631,898.11111,"[16.5,17)","[16.5,17)",2017-06-17 02:39:59,2
"2407",16.75,40.68523404,-111.9516631,928.55556,"[16.5,17)","[16.5,17)",2017-07-17 13:20:00,1
"2408",16.75,40.68523404,-111.9516631,959,"[16.5,17)","[16.5,17)",2017-08-17 00:00:00,2
"2409",16.75,40.68523404,-111.9516631,989.44444,"[16.5,17)","[16.5,17)",2017-09-16 10:39:59,3
"2410",16.75,40.68523404,-111.9516631,1019.88889,"[16.5,17)","[16.5,17)",2017-10-16 21:20:00,1
"2411",16.75,40.68523404,-111.9516631,1050.33333,"[16.5,17)","[16.5,17)",2017-11-16 07:59:59,3
"2412",16.75,40.68523404,-111.9516631,1080.77778,"[16.5,17)","[16.5,17)",2017-12-16 18:40:00,2
"2413",16.75,40.68523404,-111.9516631,1111.22222,"[16.5,17)","[16.5,17)",2018-01-16 05:19:59,0
"2414",16.75,40.68523404,-111.9516631,1141.66667,"[16.5,17)","[16.5,17)",2018-02-15 16:00:00,4
"2415",16.75,40.68523404,-111.9516631,1172.11111,"[16.5,17)","[16.5,17)",2018-03-18 02:39:59,0
"2416",16.75,40.68523404,-111.9516631,1202.55556,"[16.5,17)","[16.5,17)",2018-04-17 13:20:00,0
"2417",16.75,40.68523404,-111.9516631,1233,"[16.5,17)","[16.5,17)",2018-05-18 00:00:00,0
"2418",16.75,40.68523404,-111.9516631,1263.44444,"[16.5,17)","[16.5,17)",2018-06-17 10:39:59,0
"2419",16.75,40.68523404,-111.9516631,1293.88889,"[16.5,17)","[16.5,17)",2018-07-17 21:20:00,1
"2420",16.75,40.68523404,-111.9516631,1324.33333,"[16.5,17)","[16.5,17)",2018-08-17 07:59:59,2
"2421",16.75,40.68523404,-111.9516631,1354.77778,"[16.5,17)","[16.5,17)",2018-09-16 18:40:00,1
"2422",16.75,40.68523404,-111.9516631,1385.22222,"[16.5,17)","[16.5,17)",2018-10-17 05:19:59,2
"2423",16.75,40.68523404,-111.9516631,1415.66667,"[16.5,17)","[16.5,17)",2018-11-16 16:00:00,1
"2424",16.75,40.68523404,-111.9516631,1446.11111,"[16.5,17)","[16.5,17)",2018-12-17 02:39:59,2
"2425",16.75,40.68523404,-111.9516631,1476.55556,"[16.5,17)","[16.5,17)",2019-01-16 13:20:00,2
"2426",16.75,40.68523404,-111.9516631,1507,"[16.5,17)","[16.5,17)",2019-02-16 00:00:00,2
"2427",16.75,40.68523404,-111.9516631,1537.44444,"[16.5,17)","[16.5,17)",2019-03-18 10:39:59,0
"2428",16.75,40.68523404,-111.9516631,1567.88889,"[16.5,17)","[16.5,17)",2019-04-17 21:20:00,1
"2429",16.75,40.68523404,-111.9516631,1598.33333,"[16.5,17)","[16.5,17)",2019-05-18 07:59:59,0
"2430",16.75,40.68523404,-111.9516631,1628.77778,"[16.5,17)","[16.5,17)",2019-06-17 18:40:00,0
"2431",16.75,40.68523404,-111.9516631,1659.22222,"[16.5,17)","[16.5,17)",2019-07-18 05:19:59,1
"2432",16.75,40.68523404,-111.9516631,1689.66667,"[16.5,17)","[16.5,17)",2019-08-17 16:00:00,2
"2433",16.75,40.68523404,-111.9516631,1720.11111,"[16.5,17)","[16.5,17)",2019-09-17 02:39:59,0
"2434",16.75,40.68523404,-111.9516631,1750.55556,"[16.5,17)","[16.5,17)",2019-10-17 13:20:00,0
"2435",16.75,40.68523404,-111.9516631,1781,"[16.5,17)","[16.5,17)",2019-11-17 00:00:00,1
"2436",16.75,40.68523404,-111.9516631,1811.44444,"[16.5,17)","[16.5,17)",2019-12-17 10:39:59,1
"2437",16.75,40.68523404,-111.9516631,1841.88889,"[16.5,17)","[16.5,17)",2020-01-16 21:20:00,2
"2438",16.75,40.68523404,-111.9516631,1872.33333,"[16.5,17)","[16.5,17)",2020-02-16 07:59:59,2
"2439",16.75,40.68523404,-111.9516631,1902.77778,"[16.5,17)","[16.5,17)",2020-03-17 18:40:00,1
"2440",16.75,40.68523404,-111.9516631,1933.22222,"[16.5,17)","[16.5,17)",2020-04-17 05:19:59,1
"2441",16.75,40.68523404,-111.9516631,1963.66667,"[16.5,17)","[16.5,17)",2020-05-17 16:00:00,0
"2442",16.75,40.68523404,-111.9516631,1994.11111,"[16.5,17)","[16.5,17)",2020-06-17 02:39:59,0
"2443",16.75,40.68523404,-111.9516631,2024.55556,"[16.5,17)","[16.5,17)",2020-07-17 13:20:00,0
"2444",16.75,40.68523404,-111.9516631,2055,"[16.5,17)","[16.5,17)",2020-08-17 00:00:00,0
"2445",16.75,40.68523404,-111.9516631,2085.44444,"[16.5,17)","[16.5,17)",2020-09-16 10:39:59,1
"2446",16.75,40.68523404,-111.9516631,2115.88889,"[16.5,17)","[16.5,17)",2020-10-16 21:20:00,1
"2447",16.75,40.68523404,-111.9516631,2146.33333,"[16.5,17)","[16.5,17)",2020-11-16 07:59:59,2
"2448",16.75,40.68523404,-111.9516631,2176.77778,"[16.5,17)","[16.5,17)",2020-12-16 18:40:00,3
"2449",17.25,40.69248852,-111.9518794,15.22222,"[17,17.5)","[17,17.5)",2015-01-16 05:19:59,3
"2450",17.25,40.69248852,-111.9518794,45.66667,"[17,17.5)","[17,17.5)",2015-02-15 16:00:00,2
"2451",17.25,40.69248852,-111.9518794,76.11111,"[17,17.5)","[17,17.5)",2015-03-18 02:39:59,1
"2452",17.25,40.69248852,-111.9518794,106.55556,"[17,17.5)","[17,17.5)",2015-04-17 13:20:00,1
"2453",17.25,40.69248852,-111.9518794,137,"[17,17.5)","[17,17.5)",2015-05-18 00:00:00,0
"2454",17.25,40.69248852,-111.9518794,167.44444,"[17,17.5)","[17,17.5)",2015-06-17 10:39:59,4
"2455",17.25,40.69248852,-111.9518794,197.88889,"[17,17.5)","[17,17.5)",2015-07-17 21:20:00,2
"2456",17.25,40.69248852,-111.9518794,228.33333,"[17,17.5)","[17,17.5)",2015-08-17 07:59:59,1
"2457",17.25,40.69248852,-111.9518794,258.77778,"[17,17.5)","[17,17.5)",2015-09-16 18:40:00,2
"2458",17.25,40.69248852,-111.9518794,289.22222,"[17,17.5)","[17,17.5)",2015-10-17 05:19:59,1
"2459",17.25,40.69248852,-111.9518794,319.66667,"[17,17.5)","[17,17.5)",2015-11-16 16:00:00,0
"2460",17.25,40.69248852,-111.9518794,350.11111,"[17,17.5)","[17,17.5)",2015-12-17 02:39:59,3
"2461",17.25,40.69248852,-111.9518794,380.55556,"[17,17.5)","[17,17.5)",2016-01-16 13:20:00,0
"2462",17.25,40.69248852,-111.9518794,411,"[17,17.5)","[17,17.5)",2016-02-16 00:00:00,0
"2463",17.25,40.69248852,-111.9518794,441.44444,"[17,17.5)","[17,17.5)",2016-03-17 10:39:59,1
"2464",17.25,40.69248852,-111.9518794,471.88889,"[17,17.5)","[17,17.5)",2016-04-16 21:20:00,3
"2465",17.25,40.69248852,-111.9518794,502.33333,"[17,17.5)","[17,17.5)",2016-05-17 07:59:59,0
"2466",17.25,40.69248852,-111.9518794,532.77778,"[17,17.5)","[17,17.5)",2016-06-16 18:40:00,1
"2467",17.25,40.69248852,-111.9518794,563.22222,"[17,17.5)","[17,17.5)",2016-07-17 05:19:59,2
"2468",17.25,40.69248852,-111.9518794,593.66667,"[17,17.5)","[17,17.5)",2016-08-16 16:00:00,2
"2469",17.25,40.69248852,-111.9518794,624.11111,"[17,17.5)","[17,17.5)",2016-09-16 02:39:59,2
"2470",17.25,40.69248852,-111.9518794,654.55556,"[17,17.5)","[17,17.5)",2016-10-16 13:20:00,4
"2471",17.25,40.69248852,-111.9518794,685,"[17,17.5)","[17,17.5)",2016-11-16 00:00:00,5
"2472",17.25,40.69248852,-111.9518794,715.44444,"[17,17.5)","[17,17.5)",2016-12-16 10:39:59,7
"2473",17.25,40.69248852,-111.9518794,745.88889,"[17,17.5)","[17,17.5)",2017-01-15 21:20:00,6
"2474",17.25,40.69248852,-111.9518794,776.33333,"[17,17.5)","[17,17.5)",2017-02-15 07:59:59,5
"2475",17.25,40.69248852,-111.9518794,806.77778,"[17,17.5)","[17,17.5)",2017-03-17 18:40:00,2
"2476",17.25,40.69248852,-111.9518794,837.22222,"[17,17.5)","[17,17.5)",2017-04-17 05:19:59,1
"2477",17.25,40.69248852,-111.9518794,867.66667,"[17,17.5)","[17,17.5)",2017-05-17 16:00:00,2
"2478",17.25,40.69248852,-111.9518794,898.11111,"[17,17.5)","[17,17.5)",2017-06-17 02:39:59,2
"2479",17.25,40.69248852,-111.9518794,928.55556,"[17,17.5)","[17,17.5)",2017-07-17 13:20:00,1
"2480",17.25,40.69248852,-111.9518794,959,"[17,17.5)","[17,17.5)",2017-08-17 00:00:00,3
"2481",17.25,40.69248852,-111.9518794,989.44444,"[17,17.5)","[17,17.5)",2017-09-16 10:39:59,0
"2482",17.25,40.69248852,-111.9518794,1019.88889,"[17,17.5)","[17,17.5)",2017-10-16 21:20:00,3
"2483",17.25,40.69248852,-111.9518794,1050.33333,"[17,17.5)","[17,17.5)",2017-11-16 07:59:59,3
"2484",17.25,40.69248852,-111.9518794,1080.77778,"[17,17.5)","[17,17.5)",2017-12-16 18:40:00,2
"2485",17.25,40.69248852,-111.9518794,1111.22222,"[17,17.5)","[17,17.5)",2018-01-16 05:19:59,1
"2486",17.25,40.69248852,-111.9518794,1141.66667,"[17,17.5)","[17,17.5)",2018-02-15 16:00:00,6
"2487",17.25,40.69248852,-111.9518794,1172.11111,"[17,17.5)","[17,17.5)",2018-03-18 02:39:59,1
"2488",17.25,40.69248852,-111.9518794,1202.55556,"[17,17.5)","[17,17.5)",2018-04-17 13:20:00,0
"2489",17.25,40.69248852,-111.9518794,1233,"[17,17.5)","[17,17.5)",2018-05-18 00:00:00,0
"2490",17.25,40.69248852,-111.9518794,1263.44444,"[17,17.5)","[17,17.5)",2018-06-17 10:39:59,0
"2491",17.25,40.69248852,-111.9518794,1293.88889,"[17,17.5)","[17,17.5)",2018-07-17 21:20:00,0
"2492",17.25,40.69248852,-111.9518794,1324.33333,"[17,17.5)","[17,17.5)",2018-08-17 07:59:59,2
"2493",17.25,40.69248852,-111.9518794,1354.77778,"[17,17.5)","[17,17.5)",2018-09-16 18:40:00,0
"2494",17.25,40.69248852,-111.9518794,1385.22222,"[17,17.5)","[17,17.5)",2018-10-17 05:19:59,0
"2495",17.25,40.69248852,-111.9518794,1415.66667,"[17,17.5)","[17,17.5)",2018-11-16 16:00:00,1
"2496",17.25,40.69248852,-111.9518794,1446.11111,"[17,17.5)","[17,17.5)",2018-12-17 02:39:59,2
"2497",17.25,40.69248852,-111.9518794,1476.55556,"[17,17.5)","[17,17.5)",2019-01-16 13:20:00,2
"2498",17.25,40.69248852,-111.9518794,1507,"[17,17.5)","[17,17.5)",2019-02-16 00:00:00,0
"2499",17.25,40.69248852,-111.9518794,1537.44444,"[17,17.5)","[17,17.5)",2019-03-18 10:39:59,1
"2500",17.25,40.69248852,-111.9518794,1567.88889,"[17,17.5)","[17,17.5)",2019-04-17 21:20:00,0
"2501",17.25,40.69248852,-111.9518794,1598.33333,"[17,17.5)","[17,17.5)",2019-05-18 07:59:59,0
"2502",17.25,40.69248852,-111.9518794,1628.77778,"[17,17.5)","[17,17.5)",2019-06-17 18:40:00,0
"2503",17.25,40.69248852,-111.9518794,1659.22222,"[17,17.5)","[17,17.5)",2019-07-18 05:19:59,0
"2504",17.25,40.69248852,-111.9518794,1689.66667,"[17,17.5)","[17,17.5)",2019-08-17 16:00:00,1
"2505",17.25,40.69248852,-111.9518794,1720.11111,"[17,17.5)","[17,17.5)",2019-09-17 02:39:59,0
"2506",17.25,40.69248852,-111.9518794,1750.55556,"[17,17.5)","[17,17.5)",2019-10-17 13:20:00,1
"2507",17.25,40.69248852,-111.9518794,1781,"[17,17.5)","[17,17.5)",2019-11-17 00:00:00,1
"2508",17.25,40.69248852,-111.9518794,1811.44444,"[17,17.5)","[17,17.5)",2019-12-17 10:39:59,4
"2509",17.25,40.69248852,-111.9518794,1841.88889,"[17,17.5)","[17,17.5)",2020-01-16 21:20:00,1
"2510",17.25,40.69248852,-111.9518794,1872.33333,"[17,17.5)","[17,17.5)",2020-02-16 07:59:59,0
"2511",17.25,40.69248852,-111.9518794,1902.77778,"[17,17.5)","[17,17.5)",2020-03-17 18:40:00,0
"2512",17.25,40.69248852,-111.9518794,1933.22222,"[17,17.5)","[17,17.5)",2020-04-17 05:19:59,0
"2513",17.25,40.69248852,-111.9518794,1963.66667,"[17,17.5)","[17,17.5)",2020-05-17 16:00:00,1
"2514",17.25,40.69248852,-111.9518794,1994.11111,"[17,17.5)","[17,17.5)",2020-06-17 02:39:59,0
"2515",17.25,40.69248852,-111.9518794,2024.55556,"[17,17.5)","[17,17.5)",2020-07-17 13:20:00,0
"2516",17.25,40.69248852,-111.9518794,2055,"[17,17.5)","[17,17.5)",2020-08-17 00:00:00,2
"2517",17.25,40.69248852,-111.9518794,2085.44444,"[17,17.5)","[17,17.5)",2020-09-16 10:39:59,1
"2518",17.25,40.69248852,-111.9518794,2115.88889,"[17,17.5)","[17,17.5)",2020-10-16 21:20:00,0
"2519",17.25,40.69248852,-111.9518794,2146.33333,"[17,17.5)","[17,17.5)",2020-11-16 07:59:59,1
"2520",17.25,40.69248852,-111.9518794,2176.77778,"[17,17.5)","[17,17.5)",2020-12-16 18:40:00,3
"2521",17.75,40.6994372,-111.9528243,15.22222,"[17.5,18)","[17.5,18)",2015-01-16 05:19:59,0
"2522",17.75,40.6994372,-111.9528243,45.66667,"[17.5,18)","[17.5,18)",2015-02-15 16:00:00,1
"2523",17.75,40.6994372,-111.9528243,76.11111,"[17.5,18)","[17.5,18)",2015-03-18 02:39:59,0
"2524",17.75,40.6994372,-111.9528243,106.55556,"[17.5,18)","[17.5,18)",2015-04-17 13:20:00,1
"2525",17.75,40.6994372,-111.9528243,137,"[17.5,18)","[17.5,18)",2015-05-18 00:00:00,1
"2526",17.75,40.6994372,-111.9528243,167.44444,"[17.5,18)","[17.5,18)",2015-06-17 10:39:59,1
"2527",17.75,40.6994372,-111.9528243,197.88889,"[17.5,18)","[17.5,18)",2015-07-17 21:20:00,2
"2528",17.75,40.6994372,-111.9528243,228.33333,"[17.5,18)","[17.5,18)",2015-08-17 07:59:59,1
"2529",17.75,40.6994372,-111.9528243,258.77778,"[17.5,18)","[17.5,18)",2015-09-16 18:40:00,2
"2530",17.75,40.6994372,-111.9528243,289.22222,"[17.5,18)","[17.5,18)",2015-10-17 05:19:59,2
"2531",17.75,40.6994372,-111.9528243,319.66667,"[17.5,18)","[17.5,18)",2015-11-16 16:00:00,2
"2532",17.75,40.6994372,-111.9528243,350.11111,"[17.5,18)","[17.5,18)",2015-12-17 02:39:59,1
"2533",17.75,40.6994372,-111.9528243,380.55556,"[17.5,18)","[17.5,18)",2016-01-16 13:20:00,2
"2534",17.75,40.6994372,-111.9528243,411,"[17.5,18)","[17.5,18)",2016-02-16 00:00:00,1
"2535",17.75,40.6994372,-111.9528243,441.44444,"[17.5,18)","[17.5,18)",2016-03-17 10:39:59,2
"2536",17.75,40.6994372,-111.9528243,471.88889,"[17.5,18)","[17.5,18)",2016-04-16 21:20:00,0
"2537",17.75,40.6994372,-111.9528243,502.33333,"[17.5,18)","[17.5,18)",2016-05-17 07:59:59,3
"2538",17.75,40.6994372,-111.9528243,532.77778,"[17.5,18)","[17.5,18)",2016-06-16 18:40:00,2
"2539",17.75,40.6994372,-111.9528243,563.22222,"[17.5,18)","[17.5,18)",2016-07-17 05:19:59,0
"2540",17.75,40.6994372,-111.9528243,593.66667,"[17.5,18)","[17.5,18)",2016-08-16 16:00:00,0
"2541",17.75,40.6994372,-111.9528243,624.11111,"[17.5,18)","[17.5,18)",2016-09-16 02:39:59,0
"2542",17.75,40.6994372,-111.9528243,654.55556,"[17.5,18)","[17.5,18)",2016-10-16 13:20:00,3
"2543",17.75,40.6994372,-111.9528243,685,"[17.5,18)","[17.5,18)",2016-11-16 00:00:00,4
"2544",17.75,40.6994372,-111.9528243,715.44444,"[17.5,18)","[17.5,18)",2016-12-16 10:39:59,3
"2545",17.75,40.6994372,-111.9528243,745.88889,"[17.5,18)","[17.5,18)",2017-01-15 21:20:00,1
"2546",17.75,40.6994372,-111.9528243,776.33333,"[17.5,18)","[17.5,18)",2017-02-15 07:59:59,4
"2547",17.75,40.6994372,-111.9528243,806.77778,"[17.5,18)","[17.5,18)",2017-03-17 18:40:00,1
"2548",17.75,40.6994372,-111.9528243,837.22222,"[17.5,18)","[17.5,18)",2017-04-17 05:19:59,3
"2549",17.75,40.6994372,-111.9528243,867.66667,"[17.5,18)","[17.5,18)",2017-05-17 16:00:00,7
"2550",17.75,40.6994372,-111.9528243,898.11111,"[17.5,18)","[17.5,18)",2017-06-17 02:39:59,1
"2551",17.75,40.6994372,-111.9528243,928.55556,"[17.5,18)","[17.5,18)",2017-07-17 13:20:00,2
"2552",17.75,40.6994372,-111.9528243,959,"[17.5,18)","[17.5,18)",2017-08-17 00:00:00,2
"2553",17.75,40.6994372,-111.9528243,989.44444,"[17.5,18)","[17.5,18)",2017-09-16 10:39:59,1
"2554",17.75,40.6994372,-111.9528243,1019.88889,"[17.5,18)","[17.5,18)",2017-10-16 21:20:00,1
"2555",17.75,40.6994372,-111.9528243,1050.33333,"[17.5,18)","[17.5,18)",2017-11-16 07:59:59,2
"2556",17.75,40.6994372,-111.9528243,1080.77778,"[17.5,18)","[17.5,18)",2017-12-16 18:40:00,2
"2557",17.75,40.6994372,-111.9528243,1111.22222,"[17.5,18)","[17.5,18)",2018-01-16 05:19:59,0
"2558",17.75,40.6994372,-111.9528243,1141.66667,"[17.5,18)","[17.5,18)",2018-02-15 16:00:00,5
"2559",17.75,40.6994372,-111.9528243,1172.11111,"[17.5,18)","[17.5,18)",2018-03-18 02:39:59,1
"2560",17.75,40.6994372,-111.9528243,1202.55556,"[17.5,18)","[17.5,18)",2018-04-17 13:20:00,0
"2561",17.75,40.6994372,-111.9528243,1233,"[17.5,18)","[17.5,18)",2018-05-18 00:00:00,0
"2562",17.75,40.6994372,-111.9528243,1263.44444,"[17.5,18)","[17.5,18)",2018-06-17 10:39:59,2
"2563",17.75,40.6994372,-111.9528243,1293.88889,"[17.5,18)","[17.5,18)",2018-07-17 21:20:00,0
"2564",17.75,40.6994372,-111.9528243,1324.33333,"[17.5,18)","[17.5,18)",2018-08-17 07:59:59,0
"2565",17.75,40.6994372,-111.9528243,1354.77778,"[17.5,18)","[17.5,18)",2018-09-16 18:40:00,0
"2566",17.75,40.6994372,-111.9528243,1385.22222,"[17.5,18)","[17.5,18)",2018-10-17 05:19:59,1
"2567",17.75,40.6994372,-111.9528243,1415.66667,"[17.5,18)","[17.5,18)",2018-11-16 16:00:00,1
"2568",17.75,40.6994372,-111.9528243,1446.11111,"[17.5,18)","[17.5,18)",2018-12-17 02:39:59,4
"2569",17.75,40.6994372,-111.9528243,1476.55556,"[17.5,18)","[17.5,18)",2019-01-16 13:20:00,3
"2570",17.75,40.6994372,-111.9528243,1507,"[17.5,18)","[17.5,18)",2019-02-16 00:00:00,0
"2571",17.75,40.6994372,-111.9528243,1537.44444,"[17.5,18)","[17.5,18)",2019-03-18 10:39:59,2
"2572",17.75,40.6994372,-111.9528243,1567.88889,"[17.5,18)","[17.5,18)",2019-04-17 21:20:00,0
"2573",17.75,40.6994372,-111.9528243,1598.33333,"[17.5,18)","[17.5,18)",2019-05-18 07:59:59,1
"2574",17.75,40.6994372,-111.9528243,1628.77778,"[17.5,18)","[17.5,18)",2019-06-17 18:40:00,0
"2575",17.75,40.6994372,-111.9528243,1659.22222,"[17.5,18)","[17.5,18)",2019-07-18 05:19:59,0
"2576",17.75,40.6994372,-111.9528243,1689.66667,"[17.5,18)","[17.5,18)",2019-08-17 16:00:00,2
"2577",17.75,40.6994372,-111.9528243,1720.11111,"[17.5,18)","[17.5,18)",2019-09-17 02:39:59,0
"2578",17.75,40.6994372,-111.9528243,1750.55556,"[17.5,18)","[17.5,18)",2019-10-17 13:20:00,0
"2579",17.75,40.6994372,-111.9528243,1781,"[17.5,18)","[17.5,18)",2019-11-17 00:00:00,0
"2580",17.75,40.6994372,-111.9528243,1811.44444,"[17.5,18)","[17.5,18)",2019-12-17 10:39:59,1
"2581",17.75,40.6994372,-111.9528243,1841.88889,"[17.5,18)","[17.5,18)",2020-01-16 21:20:00,3
"2582",17.75,40.6994372,-111.9528243,1872.33333,"[17.5,18)","[17.5,18)",2020-02-16 07:59:59,0
"2583",17.75,40.6994372,-111.9528243,1902.77778,"[17.5,18)","[17.5,18)",2020-03-17 18:40:00,1
"2584",17.75,40.6994372,-111.9528243,1933.22222,"[17.5,18)","[17.5,18)",2020-04-17 05:19:59,1
